,i,t,x,v,E,EKS,ekin,ekin_u
826,826,4130,"[[0.10249419 0.10249419 0.10249419]
 [2.46250581 2.46250581 2.46250581]]","[[-0.0002222 -0.0002222 -0.0002222]
 [ 0.0002222  0.0002222  0.0002222]]",-8.241584409492798,-8.249202838302109,0.007583406587551424,3.50222217588547e-05
827,827,4135,"[[0.10138242 0.10138242 0.10138242]
 [2.46361758 2.46361758 2.46361758]]","[[-0.00022248 -0.00022248 -0.00022248]
 [ 0.00022248  0.00022248  0.00022248]]",-8.241584408577419,-8.249222096319498,0.0076025822475273485,3.5105494553011306e-05
828,828,4140,"[[0.10026935 0.10026935 0.10026935]
 [2.46473065 2.46473065 2.46473065]]","[[-0.00022272 -0.00022272 -0.00022272]
 [ 0.00022272  0.00022272  0.00022272]]",-8.241584407535052,-8.249238592188092,0.007619024411269135,3.516024177025003e-05
829,829,4145,"[[0.09915518 0.09915518 0.09915518]
 [2.46584482 2.46584482 2.46584482]]","[[-0.00022292 -0.00022292 -0.00022292]
 [ 0.00022292  0.00022292  0.00022292]]",-8.24158440641438,-8.24925233559506,0.00763272970437486,3.519947630472535e-05
830,830,4150,"[[0.09804011 0.09804011 0.09804011]
 [2.46695989 2.46695989 2.46695989]]","[[-0.00022308 -0.00022308 -0.00022308]
 [ 0.00022308  0.00022308  0.00022308]]",-8.241584405216924,-8.249263337523544,0.007643699600742117,3.5232705878161285e-05
831,831,4155,"[[0.09692433 0.09692433 0.09692433]
 [2.46807567 2.46807567 2.46807567]]","[[-0.00022321 -0.00022321 -0.00022321]
 [ 0.00022321  0.00022321  0.00022321]]",-8.241584403926076,-8.249271610204069,0.007651941452314294,3.526482567748904e-05
832,832,4160,"[[0.09580806 0.09580806 0.09580806]
 [2.46919194 2.46919194 2.46919194]]","[[-0.00022329 -0.00022329 -0.00022329]
 [ 0.00022329  0.00022329  0.00022329]]",-8.241584402531984,-8.24927716735813,0.007657466594852364,3.5298231293474045e-05
833,833,4165,"[[0.09469147 0.09469147 0.09469147]
 [2.47030853 2.47030853 2.47030853]]","[[-0.00022333 -0.00022333 -0.00022333]
 [ 0.00022333  0.00022333  0.00022333]]",-8.241584400996746,-8.249280024434055,0.007660288714046499,3.533472326372572e-05
834,834,4170,"[[0.09357479 0.09357479 0.09357479]
 [2.47142521 2.47142521 2.47142521]]","[[-0.00022333 -0.00022333 -0.00022333]
 [ 0.00022333  0.00022333  0.00022333]]",-8.24158439929317,-8.249280199184849,0.007660424544458643,3.53753472203333e-05
835,835,4175,"[[0.09245819 0.09245819 0.09245819]
 [2.47254181 2.47254181 2.47254181]]","[[-0.00022329 -0.00022329 -0.00022329]
 [ 0.00022329  0.00022329  0.00022329]]",-8.241584397450763,-8.249277712057692,0.007657896836058666,3.541777086994309e-05
836,836,4180,"[[0.09134187 0.09134187 0.09134187]
 [2.47365813 2.47365813 2.47365813]]","[[-0.00022322 -0.00022322 -0.00022322]
 [ 0.00022322  0.00022322  0.00022322]]",-8.24158439552803,-8.249272585742606,0.007652736733414701,3.5453481163241535e-05
837,837,4185,"[[0.09022602 0.09022602 0.09022602]
 [2.47477398 2.47477398 2.47477398]]","[[-0.0002231 -0.0002231 -0.0002231]
 [ 0.0002231  0.0002231  0.0002231]]",-8.241584393539883,-8.249264844307785,0.007644981956359199,3.5468811543079137e-05
838,838,4190,"[[0.08911083 0.08911083 0.08911083]
 [2.47588917 2.47588917 2.47588917]]","[[-0.00022295 -0.00022295 -0.00022295]
 [ 0.00022295  0.00022295  0.00022295]]",-8.241584391452722,-8.249254512975227,0.007634671181494515,3.545034101027928e-05
839,839,4195,"[[0.08799649 0.08799649 0.08799649]
 [2.47700351 2.47700351 2.47700351]]","[[-0.00022277 -0.00022277 -0.00022277]
 [ 0.00022277  0.00022277  0.00022277]]",-8.24158438927206,-8.24924161855938,0.007621839142450239,3.5390144869472163e-05
840,840,4200,"[[0.08688318 0.08688318 0.08688318]
 [2.47811682 2.47811682 2.47811682]]","[[-0.00022254 -0.00022254 -0.00022254]
 [ 0.00022254  0.00022254  0.00022254]]",-8.241584387031414,-8.249226189399,0.007606515879962227,3.528648762419251e-05
841,841,4205,"[[0.08577107 0.08577107 0.08577107]
 [2.47922893 2.47922893 2.47922893]]","[[-0.00022228 -0.00022228 -0.00022228]
 [ 0.00022228  0.00022228  0.00022228]]",-8.241584384715429,-8.249208254913258,0.007588729476816024,3.51407210116789e-05
842,842,4210,"[[0.08466036 0.08466036 0.08466036]
 [2.48033964 2.48033964 2.48033964]]","[[-0.00022198 -0.00022198 -0.00022198]
 [ 0.00022198  0.00022198  0.00022198]]",-8.241584382293372,-8.249187845799367,0.007568508666414309,3.495483958113053e-05
843,843,4215,"[[0.08355123 0.08355123 0.08355123]
 [2.48144877 2.48144877 2.48144877]]","[[-0.00022165 -0.00022165 -0.00022165]
 [ 0.00022165  0.00022165  0.00022165]]",-8.241584379768284,-8.24916499447388,0.007545881893420865,3.473281217451108e-05
844,844,4220,"[[0.08244384 0.08244384 0.08244384]
 [2.48255616 2.48255616 2.48255616]]","[[-0.00022129 -0.00022129 -0.00022129]
 [ 0.00022129  0.00022129  0.00022129]]",-8.241584377169815,-8.249139735056353,0.007520873372561644,3.448451397647855e-05
845,845,4225,"[[0.08133837 0.08133837 0.08133837]
 [2.48366163 2.48366163 2.48366163]]","[[-0.00022088 -0.00022088 -0.00022088]
 [ 0.00022088  0.00022088  0.00022088]]",-8.24158437453766,-8.249112102918676,0.007493500695088922,3.422768592771055e-05
846,846,4230,"[[0.08023501 0.08023501 0.08023501]
 [2.48476499 2.48476499 2.48476499]]","[[-0.00022044 -0.00022044 -0.00022044]
 [ 0.00022044  0.00022044  0.00022044]]",-8.241584371887374,-8.249082134090543,0.007463777377384044,3.398482578580893e-05
847,847,4235,"[[0.07913394 0.07913394 0.07913394]
 [2.48586606 2.48586606 2.48586606]]","[[-0.00021997 -0.00021997 -0.00021997]
 [ 0.00021997  0.00021997  0.00021997]]",-8.241584369199309,-8.249049865004107,0.007431719226174798,3.377657862454863e-05
848,848,4240,"[[0.07803532 0.07803532 0.07803532]
 [2.48696468 2.48696468 2.48696468]]","[[-0.00021946 -0.00021946 -0.00021946]
 [ 0.00021946  0.00021946  0.00021946]]",-8.241584366438751,-8.249015332759573,0.007397350763270742,3.3615557552442294e-05
849,849,4245,"[[0.07693933 0.07693933 0.07693933]
 [2.48806067 2.48806067 2.48806067]]","[[-0.00021892 -0.00021892 -0.00021892]
 [ 0.00021892  0.00021892  0.00021892]]",-8.241584363585266,-8.248978575635812,0.007360708140593102,3.350390995280214e-05
850,850,4250,"[[0.07584615 0.07584615 0.07584615]
 [2.48915385 2.48915385 2.48915385]]","[[-0.00021834 -0.00021834 -0.00021834]
 [ 0.00021834  0.00021834  0.00021834]]",-8.241584360647467,-8.24893963341904,0.007321837388233492,3.34353833398684e-05
851,851,4255,"[[0.07475596 0.07475596 0.07475596]
 [2.49024404 2.49024404 2.49024404]]","[[-0.00021772 -0.00021772 -0.00021772]
 [ 0.00021772  0.00021772  0.00021772]]",-8.241584357627904,-8.248898547330645,0.007280790758842879,3.3398943898523586e-05
852,852,4260,"[[0.07366891 0.07366891 0.07366891]
 [2.49133109 2.49133109 2.49133109]]","[[-0.00021708 -0.00021708 -0.00021708]
 [ 0.00021708  0.00021708  0.00021708]]",-8.241584354513723,-8.24885536002939,0.007237624942514195,3.3380573153630916e-05
853,853,4265,"[[0.07258518 0.07258518 0.07258518]
 [2.49241482 2.49241482 2.49241482]]","[[-0.0002164 -0.0002164 -0.0002164]
 [ 0.0002164  0.0002164  0.0002164]]",-8.241584351359263,-8.248810115713928,0.007192400980672815,3.336337399278477e-05
854,854,4270,"[[0.07150492 0.07150492 0.07150492]
 [2.49349508 2.49349508 2.49349508]]","[[-0.00021569 -0.00021569 -0.00021569]
 [ 0.00021569  0.00021569  0.00021569]]",-8.241584348237948,-8.248762859308545,0.007145182902418663,3.332816817836903e-05
855,855,4275,"[[0.0704283 0.0704283 0.0704283]
 [2.4945717 2.4945717 2.4945717]]","[[-0.00021494 -0.00021494 -0.00021494]
 [ 0.00021494  0.00021494  0.00021494]]",-8.241584345137312,-8.248713635396063,0.007096034396594869,3.325586215580814e-05
856,856,4280,"[[0.06935548 0.06935548 0.06935548]
 [2.49564452 2.49564452 2.49564452]]","[[-0.00021417 -0.00021417 -0.00021417]
 [ 0.00021417  0.00021417  0.00021417]]",-8.24158434200416,-8.248662488353089,0.0070450154467789315,3.3130902150511104e-05
857,857,4285,"[[0.0682866 0.0682866 0.0682866]
 [2.4967134 2.4967134 2.4967134]]","[[-0.00021337 -0.00021337 -0.00021337]
 [ 0.00021337  0.00021337  0.00021337]]",-8.241584338814873,-8.2486094631288,0.006992180535264611,3.294377866190796e-05
858,858,4290,"[[0.06722182 0.06722182 0.06722182]
 [2.49777818 2.49777818 2.49777818]]","[[-0.00021253 -0.00021253 -0.00021253]
 [ 0.00021253  0.00021253  0.00021253]]",-8.241584335582717,-8.248554605618889,0.0069375789935327715,3.269104263879323e-05
859,859,4295,"[[0.06616129 0.06616129 0.06616129]
 [2.49883871 2.49883871 2.49883871]]","[[-0.00021167 -0.00021167 -0.00021167]
 [ 0.00021167  0.00021167  0.00021167]]",-8.24158433233853,-8.24849796247084,0.006881256711887293,3.237342042223458e-05
860,860,4300,"[[0.06510515 0.06510515 0.06510515]
 [2.49989485 2.49989485 2.49989485]]","[[-0.00021077 -0.00021077 -0.00021077]
 [ 0.00021077  0.00021077  0.00021077]]",-8.24158432908587,-8.248439580627844,0.006823256743926936,3.1994798048260693e-05
861,861,4305,"[[0.06405356 0.06405356 0.06405356]
 [2.50094644 2.50094644 2.50094644]]","[[-0.00020985 -0.00020985 -0.00020985]
 [ 0.00020985  0.00020985  0.00020985]]",-8.241584325786944,-8.248379507281282,0.0067636175993019704,3.156389503477056e-05
862,862,4310,"[[0.06300666 0.06300666 0.06300666]
 [2.50199334 2.50199334 2.50199334]]","[[-0.0002089 -0.0002089 -0.0002089]
 [ 0.0002089  0.0002089  0.0002089]]",-8.241584322423586,-8.248317790417607,0.006702371520704089,3.109647331657289e-05
863,863,4315,"[[0.06196459 0.06196459 0.06196459]
 [2.50303541 2.50303541 2.50303541]]","[[-0.00020792 -0.00020792 -0.00020792]
 [ 0.00020792  0.00020792  0.00020792]]",-8.241584319022477,-8.2482544791056,0.006639545599300228,3.061448382333124e-05
864,864,4320,"[[0.0609275 0.0609275 0.0609275]
 [2.5040725 2.5040725 2.5040725]]","[[-0.00020691 -0.00020691 -0.00020691]
 [ 0.00020691  0.00020691  0.00020691]]",-8.241584315611092,-8.248189623138426,0.00657516600230559,3.0141525029078358e-05
865,865,4325,"[[0.05989554 0.05989554 0.05989554]
 [2.50510446 2.50510446 2.50510446]]","[[-0.00020587 -0.00020587 -0.00020587]
 [ 0.00020587  0.00020587  0.00020587]]",-8.241584312199247,-8.248123272609924,0.006509263487181183,2.9696923495142423e-05
866,866,4330,"[[0.05886884 0.05886884 0.05886884]
 [2.50613116 2.50613116 2.50613116]]","[[-0.0002048 -0.0002048 -0.0002048]
 [ 0.0002048  0.0002048  0.0002048]]",-8.241584308797366,-8.24805547772809,0.006441877445356559,2.9291485369285e-05
867,867,4335,"[[0.05784756 0.05784756 0.05784756]
 [2.50715244 2.50715244 2.50715244]]","[[-0.0002037 -0.0002037 -0.0002037]
 [ 0.0002037  0.0002037  0.0002037]]",-8.241584305424942,-8.247986288615778,0.006373056200499333,2.8926990335977393e-05
868,868,4340,"[[0.05683184 0.05683184 0.05683184]
 [2.50816816 2.50816816 2.50816816]]","[[-0.00020258 -0.00020258 -0.00020258]
 [ 0.00020258  0.00020258  0.00020258]]",-8.241584302090535,-8.247915755017166,0.006302854020457863,2.8598906172836773e-05
869,869,4345,"[[0.05582181 0.05582181 0.05582181]
 [2.50917819 2.50917819 2.50917819]]","[[-0.00020142 -0.00020142 -0.00020142]
 [ 0.00020142  0.00020142  0.00020142]]",-8.241584298769967,-8.24784392618907,0.006231327700528191,2.8299718576356205e-05
870,870,4350,"[[0.05481761 0.05481761 0.05481761]
 [2.51018239 2.51018239 2.51018239]]","[[-0.00020024 -0.00020024 -0.00020024]
 [ 0.00020024  0.00020024  0.00020024]]",-8.241584295402573,-8.247770851299759,0.006158534726280042,2.8021170905410912e-05
871,871,4355,"[[0.05381938 0.05381938 0.05381938]
 [2.51118062 2.51118062 2.51118062]]","[[-0.00019904 -0.00019904 -0.00019904]
 [ 0.00019904  0.00019904  0.00019904]]",-8.241584291953576,-8.247696580342057,0.006084532612186379,2.775577629496052e-05
872,872,4360,"[[0.05282725 0.05282725 0.05282725]
 [2.51217275 2.51217275 2.51217275]]","[[-0.0001978 -0.0001978 -0.0001978]
 [ 0.0001978  0.0001978  0.0001978]]",-8.241584288473215,-8.247621164615026,0.006009378210901348,2.749793090939619e-05
873,873,4365,"[[0.05184135 0.05184135 0.05184135]
 [2.51315865 2.51315865 2.51315865]]","[[-0.00019654 -0.00019654 -0.00019654]
 [ 0.00019654  0.00019654  0.00019654]]",-8.241584285020037,-8.247544655995647,0.005933126899098814,2.7244076510774847e-05
874,874,4370,"[[0.05086181 0.05086181 0.05086181]
 [2.51413819 2.51413819 2.51413819]]","[[-0.00019526 -0.00019526 -0.00019526]
 [ 0.00019526  0.00019526  0.00019526]]",-8.24158428159926,-8.247467106082116,0.005855832507115237,2.6991975738405427e-05
875,875,4375,"[[0.04988875 0.04988875 0.04988875]
 [2.51511125 2.51511125 2.51511125]]","[[-0.00019395 -0.00019395 -0.00019395]
 [ 0.00019395  0.00019395  0.00019395]]",-8.241584278220316,-8.24738856604536,0.005777548374902941,2.6739450141669185e-05
876,876,4380,"[[0.04892231 0.04892231 0.04892231]
 [2.51607769 2.51607769 2.51607769]]","[[-0.00019262 -0.00019262 -0.00019262]
 [ 0.00019262  0.00019262  0.00019262]]",-8.241584274906177,-8.247309086464032,0.005698328983294501,2.6482574560506985e-05
877,877,4385,"[[0.0479626 0.0479626 0.0479626]
 [2.5170374 2.5170374 2.5170374]]","[[-0.00019126 -0.00019126 -0.00019126]
 [ 0.00019126  0.00019126  0.00019126]]",-8.241584271641198,-8.24722871702061,0.0056182310878311595,2.621429157961874e-05
878,878,4390,"[[0.04700973 0.04700973 0.04700973]
 [2.51799027 2.51799027 2.51799027]]","[[-0.00018987 -0.00018987 -0.00018987]
 [ 0.00018987  0.00018987  0.00018987]]",-8.241584268374252,-8.24714750673483,0.005537313022123762,2.5925338453474184e-05
879,879,4395,"[[0.04606385 0.04606385 0.04606385]
 [2.51893615 2.51893615 2.51893615]]","[[-0.00018847 -0.00018847 -0.00018847]
 [ 0.00018847  0.00018847  0.00018847]]",-8.241584265059933,-8.247065504707484,0.005455631952465057,2.560769508545652e-05
880,880,4400,"[[0.04512504 0.04512504 0.04512504]
 [2.51987496 2.51987496 2.51987496]]","[[-0.00018704 -0.00018704 -0.00018704]
 [ 0.00018704  0.00018704  0.00018704]]",-8.241584261686269,-8.246982760811203,0.005373241229680868,2.525789525380436e-05
881,881,4405,"[[0.04419344 0.04419344 0.04419344]
 [2.52080656 2.52080656 2.52080656]]","[[-0.00018559 -0.00018559 -0.00018559]
 [ 0.00018559  0.00018559  0.00018559]]",-8.24158425828996,-8.246899325864195,0.005290190143469615,2.487743076580394e-05
882,882,4410,"[[0.04326914 0.04326914 0.04326914]
 [2.52173086 2.52173086 2.52173086]]","[[-0.00018412 -0.00018412 -0.00018412]
 [ 0.00018412  0.00018412  0.00018412]]",-8.241584254924588,-8.246815251105525,0.005206525822992534,2.4470357943944285e-05
883,883,4415,"[[0.04235227 0.04235227 0.04235227]
 [2.52264773 2.52264773 2.52264773]]","[[-0.00018262 -0.00018262 -0.00018262]
 [ 0.00018262  0.00018262  0.00018262]]",-8.241584251635961,-8.246730587390177,0.005122295496634415,2.4040257580222105e-05
884,884,4420,"[[0.04144293 0.04144293 0.04144293]
 [2.52355707 2.52355707 2.52355707]]","[[-0.0001811 -0.0001811 -0.0001811]
 [ 0.0001811  0.0001811  0.0001811]]",-8.241584248447896,-8.246645384480995,0.005037547553994461,2.3588479103361075e-05
885,885,4425,"[[0.04054123 0.04054123 0.04054123]
 [2.52445877 2.52445877 2.52445877]]","[[-0.00017957 -0.00017957 -0.00017957]
 [ 0.00017957  0.00017957  0.00017957]]",-8.241584245323535,-8.246559690725574,0.004952330229452526,2.3115172587158806e-05
886,886,4430,"[[0.03964728 0.03964728 0.03964728]
 [2.52535272 2.52535272 2.52535272]]","[[-0.00017801 -0.00017801 -0.00017801]
 [ 0.00017801  0.00017801  0.00017801]]",-8.24158424218921,-8.246473553599191,0.004866688261075142,2.2623148906837744e-05
887,887,4435,"[[0.03876117 0.03876117 0.03876117]
 [2.52623883 2.52623883 2.52623883]]","[[-0.00017643 -0.00017643 -0.00017643]
 [ 0.00017643  0.00017643  0.00017643]]",-8.241584239019272,-8.246387020774513,0.004780660414918394,2.212134032405466e-05
888,888,4440,"[[0.03788302 0.03788302 0.03788302]
 [2.52711698 2.52711698 2.52711698]]","[[-0.00017482 -0.00017482 -0.00017482]
 [ 0.00017482  0.00017482  0.00017482]]",-8.2415842358517,-8.246300140504855,0.004694280781530194,2.162387162456156e-05
889,889,4445,"[[0.03701293 0.03701293 0.03701293]
 [2.52798707 2.52798707 2.52798707]]","[[-0.0001732 -0.0001732 -0.0001732]
 [ 0.0001732  0.0001732  0.0001732]]",-8.241584232703618,-8.246212961099737,0.004607583438233062,2.114495788647716e-05
890,890,4450,"[[0.03615099 0.03615099 0.03615099]
 [2.52884901 2.52884901 2.52884901]]","[[-0.00017156 -0.00017156 -0.00017156]
 [ 0.00017156  0.00017156  0.00017156]]",-8.241584229569916,-8.246125530648056,0.0045206071751088435,2.0693903029913257e-05
891,891,4455,"[[0.03529732 0.03529732 0.03529732]
 [2.52970268 2.52970268 2.52970268]]","[[-0.0001699 -0.0001699 -0.0001699]
 [ 0.0001699  0.0001699  0.0001699]]",-8.241584226503088,-8.246037896997047,0.004433397434749402,2.0273059210839896e-05
892,892,4460,"[[0.03445202 0.03445202 0.03445202]
 [2.53054798 2.53054798 2.53054798]]","[[-0.00016821 -0.00016821 -0.00016821]
 [ 0.00016821  0.00016821  0.00016821]]",-8.241584223529367,-8.245950107016519,0.004346005176893092,1.9878310258607216e-05
893,893,4465,"[[0.03361518 0.03361518 0.03361518]
 [2.53138482 2.53138482 2.53138482]]","[[-0.00016651 -0.00016651 -0.00016651]
 [ 0.00016651  0.00016651  0.00016651]]",-8.241584220571509,-8.245862206280115,0.004258484088679319,1.9501619927520127e-05
894,894,4470,"[[0.0327869 0.0327869 0.0327869]
 [2.5322131 2.5322131 2.5322131]]","[[-0.00016479 -0.00016479 -0.00016479]
 [ 0.00016479  0.00016479  0.00016479]]",-8.2415842175937,-8.245774240133063,0.0041708877606498685,1.9134778712240856e-05
895,895,4475,"[[0.03196727 0.03196727 0.03196727]
 [2.53303273 2.53303273 2.53303273]]","[[-0.00016305 -0.00016305 -0.00016305]
 [ 0.00016305  0.00016305  0.00016305]]",-8.24158421463647,-8.24568625422287,0.004083268163661607,1.87714227372295e-05
896,896,4480,"[[0.03115639 0.03115639 0.03115639]
 [2.53384361 2.53384361 2.53384361]]","[[-0.00016129 -0.00016129 -0.00016129]
 [ 0.00016129  0.00016129  0.00016129]]",-8.241584211692102,-8.245598294012954,0.00399567581992464,1.840650092787509e-05
897,897,4485,"[[0.03035435 0.03035435 0.03035435]
 [2.53464565 2.53464565 2.53464565]]","[[-0.00015952 -0.00015952 -0.00015952]
 [ 0.00015952  0.00015952  0.00015952]]",-8.24158420877144,-8.24551040480855,0.003908160580855532,1.8035456253344095e-05
898,898,4490,"[[0.02956123 0.02956123 0.02956123]
 [2.53543877 2.53543877 2.53543877]]","[[-0.00015772 -0.00015772 -0.00015772]
 [ 0.00015772  0.00015772  0.00015772]]",-8.241584205944836,-8.245422631522072,0.0038207715246860374,1.765405255040013e-05
899,899,4495,"[[0.02877713 0.02877713 0.02877713]
 [2.53622287 2.53622287 2.53622287]]","[[-0.00015591 -0.00015591 -0.00015591]
 [ 0.00015591  0.00015591  0.00015591]]",-8.241584203203704,-8.245335017711406,0.003733555452173001,1.7259055529459864e-05
900,900,4500,"[[0.02800211 0.02800211 0.02800211]
 [2.53699789 2.53699789 2.53699789]]","[[-0.00015408 -0.00015408 -0.00015408]
 [ 0.00015408  0.00015408  0.00015408]]",-8.24158420048532,-8.245247605688535,0.0036465547383659693,1.6850464849832475e-05
901,901,4505,"[[0.02723628 0.02723628 0.02723628]
 [2.53776372 2.53776372 2.53776372]]","[[-0.00015224 -0.00015224 -0.00015224]
 [ 0.00015224  0.00015224  0.00015224]]",-8.241584197792614,-8.245160437374334,0.0035598063259273337,1.6433255791730957e-05
902,902,4510,"[[0.0264797 0.0264797 0.0264797]
 [2.5385203 2.5385203 2.5385203]]","[[-0.00015038 -0.00015038 -0.00015038]
 [ 0.00015038  0.00015038  0.00015038]]",-8.241584195116028,-8.245073554359882,0.003473343341692991,1.6015902162092368e-05
903,903,4515,"[[0.02573247 0.02573247 0.02573247]
 [2.53926753 2.53926753 2.53926753]]","[[-0.0001485 -0.0001485 -0.0001485]
 [ 0.0001485  0.0001485  0.0001485]]",-8.241584192418463,-8.244986998075312,0.0033871987563071785,1.560690054157248e-05
904,904,4520,"[[0.02499466 0.02499466 0.02499466]
 [2.54000534 2.54000534 2.54000534]]","[[-0.00014661 -0.00014661 -0.00014661]
 [ 0.00014661  0.00014661  0.00014661]]",-8.241584189721465,-8.244900810279534,0.0033014087885929904,1.5211769475736642e-05
905,905,4525,"[[0.02426636 0.02426636 0.02426636]
 [2.54073364 2.54073364 2.54073364]]","[[-0.0001447 -0.0001447 -0.0001447]
 [ 0.0001447  0.0001447  0.0001447]]",-8.241584187066074,-8.244815032771374,0.0032160139944199142,1.4831710880251633e-05
906,906,4530,"[[0.02354763 0.02354763 0.02354763]
 [2.54145237 2.54145237 2.54145237]]","[[-0.00014278 -0.00014278 -0.00014278]
 [ 0.00014278  0.00014278  0.00014278]]",-8.241584184469609,-8.244729706773887,0.0031310575763087707,1.44647279695164e-05
