,i,v,x,E,EKS,ekin,t
916,916,"[[-0.00011856 -0.00011856 -0.00011856]
 [ 0.00011856  0.00011856  0.00011856]]","[[0.01570753 0.01570753 0.01570753]
 [2.54929247 2.54929247 2.54929247]]",-8.241597206122945,-8.243756236658568,0.0021590305356232412,4580
917,917,"[[-0.00011646 -0.00011646 -0.00011646]
 [ 0.00011646  0.00011646  0.00011646]]","[[0.01511997 0.01511997 0.01511997]
 [2.54988003 2.54988003 2.54988003]]",-8.241597222816763,-8.243680196686638,0.0020829738698758386,4585
918,918,"[[-0.00011434 -0.00011434 -0.00011434]
 [ 0.00011434  0.00011434  0.00011434]]","[[0.01454297 0.01454297 0.01454297]
 [2.55045703 2.55045703 2.55045703]]",-8.241597238807305,-8.243605115009057,0.002007876201751993,4590
919,919,"[[-0.00011221 -0.00011221 -0.00011221]
 [ 0.00011221  0.00011221  0.00011221]]","[[0.0139766 0.0139766 0.0139766]
 [2.5510234 2.5510234 2.5510234]]",-8.241597254150978,-8.24353102308548,0.0019337689345002773,4595
920,920,"[[-0.00011007 -0.00011007 -0.00011007]
 [ 0.00011007  0.00011007  0.00011007]]","[[0.0134209 0.0134209 0.0134209]
 [2.5515791 2.5515791 2.5515791]]",-8.241597268861623,-8.24345795174327,0.001860682881647321,4600
921,921,"[[-0.00010791 -0.00010791 -0.00010791]
 [ 0.00010791  0.00010791  0.00010791]]","[[0.01287593 0.01287593 0.01287593]
 [2.55212407 2.55212407 2.55212407]]",-8.241597282886941,-8.24338593119902,0.001788648312079432,4605
922,922,"[[-0.00010575 -0.00010575 -0.00010575]
 [ 0.00010575  0.00010575  0.00010575]]","[[0.01234175 0.01234175 0.01234175]
 [2.55265825 2.55265825 2.55265825]]",-8.241597296259595,-8.243314991031504,0.001717694771907866,4610
923,923,"[[-0.00010358 -0.00010358 -0.00010358]
 [ 0.00010358  0.00010358  0.00010358]]","[[0.01181841 0.01181841 0.01181841]
 [2.55318159 2.55318159 2.55318159]]",-8.241597308989755,-8.243245160202179,0.001647851212423663,4615
924,924,"[[-0.0001014 -0.0001014 -0.0001014]
 [ 0.0001014  0.0001014  0.0001014]]","[[0.01130595 0.01130595 0.01130595]
 [2.55369405 2.55369405 2.55369405]]",-8.241597321107811,-8.243176467042892,0.001579145935080354,4620
925,925,"[[-9.92059306e-05 -9.92059306e-05 -9.92059306e-05]
 [ 9.92059306e-05  9.92059306e-05  9.92059306e-05]]","[[0.01080443 0.01080443 0.01080443]
 [2.55419557 2.55419557 2.55419557]]",-8.241597332629286,-8.243108939256604,0.0015116066273188574,4625
926,926,"[[-9.70043657e-05 -9.70043657e-05 -9.70043657e-05]
 [ 9.70043657e-05  9.70043657e-05  9.70043657e-05]]","[[0.01031389 0.01031389 0.01031389]
 [2.55468611 2.55468611 2.55468611]]",-8.241597343605605,-8.243042603916864,0.0014452603112597422,4630
927,927,"[[-9.47935485e-05 -9.47935485e-05 -9.47935485e-05]
 [ 9.47935485e-05  9.47935485e-05  9.47935485e-05]]","[[0.00983438 0.00983438 0.00983438]
 [2.55516562 2.55516562 2.55516562]]",-8.24159735402565,-8.242977487463122,0.0013801334374723036,4635
928,928,"[[-9.25737248e-05 -9.25737248e-05 -9.25737248e-05]
 [ 9.25737248e-05  9.25737248e-05  9.25737248e-05]]","[[0.00936595 0.00936595 0.00936595]
 [2.55563405 2.55563405 2.55563405]]",-8.241597363867601,-8.24291361571362,0.001316251846018985,4640
929,929,"[[-9.03451347e-05 -9.03451347e-05 -9.03451347e-05]
 [ 9.03451347e-05  9.03451347e-05  9.03451347e-05]]","[[0.00890865 0.00890865 0.00890865]
 [2.55609135 2.55609135 2.55609135]]",-8.241597373220298,-8.242851013842696,0.0012536406223980642,4645
930,930,"[[-8.81080204e-05 -8.81080204e-05 -8.81080204e-05]
 [ 8.81080204e-05  8.81080204e-05  8.81080204e-05]]","[[0.0084625 0.0084625 0.0084625]
 [2.5565375 2.5565375 2.5565375]]",-8.241597382069887,-8.242789706393687,0.0011923243237996722,4650
931,931,"[[-8.58626232e-05 -8.58626232e-05 -8.58626232e-05]
 [ 8.58626232e-05  8.58626232e-05  8.58626232e-05]]","[[0.00802756 0.00802756 0.00802756]
 [2.55697244 2.55697244 2.55697244]]",-8.241597390389588,-8.242729717280842,0.0011323268912539557,4655
932,932,"[[-8.36091803e-05 -8.36091803e-05 -8.36091803e-05]
 [ 8.36091803e-05  8.36091803e-05  8.36091803e-05]]","[[0.00760388 0.00760388 0.00760388]
 [2.55739612 2.55739612 2.55739612]]",-8.241597398220797,-8.242671069777415,0.0010736715566178807,4660
933,933,"[[-8.13479268e-05 -8.13479268e-05 -8.13479268e-05]
 [ 8.13479268e-05  8.13479268e-05  8.13479268e-05]]","[[0.00719147 0.00719147 0.00719147]
 [2.55780853 2.55780853 2.55780853]]",-8.241597405627457,-8.242613786526825,0.0010163808993669174,4665
934,934,"[[-7.90790995e-05 -7.90790995e-05 -7.90790995e-05]
 [ 7.90790995e-05  7.90790995e-05  7.90790995e-05]]","[[0.0067904 0.0067904 0.0067904]
 [2.5582096 2.5582096 2.5582096]]",-8.241597412593702,-8.242557889544793,0.0009604769510913549,4670
935,935,"[[-7.68029342e-05 -7.68029342e-05 -7.68029342e-05]
 [ 7.68029342e-05  7.68029342e-05  7.68029342e-05]]","[[0.00640068 0.00640068 0.00640068]
 [2.55859932 2.55859932 2.55859932]]",-8.24159741909668,-8.242503400203015,0.0009059811063343857,4675
936,936,"[[-7.45196631e-05 -7.45196631e-05 -7.45196631e-05]
 [ 7.45196631e-05  7.45196631e-05  7.45196631e-05]]","[[0.00602237 0.00602237 0.00602237]
 [2.55897763 2.55897763 2.55897763]]",-8.241597425157963,-8.242450339234896,0.0008529140769335543,4680
937,937,"[[-7.22295167e-05 -7.22295167e-05 -7.22295167e-05]
 [ 7.22295167e-05  7.22295167e-05  7.22295167e-05]]","[[0.00565549 0.00565549 0.00565549]
 [2.55934451 2.55934451 2.55934451]]",-8.241597430837134,-8.24239872676337,0.0008012959262350438,4685
938,938,"[[-6.9933084e-05 -6.9933084e-05 -6.9933084e-05]
 [ 6.9933084e-05  6.9933084e-05  6.9933084e-05]]","[[0.00530007 0.00530007 0.00530007]
 [2.55969993 2.55969993 2.55969993]]",-8.241597426978988,-8.242348580794225,0.0007511538152370771,4690
939,939,"[[-6.76302333e-05 -6.76302333e-05 -6.76302333e-05]
 [ 6.76302333e-05  6.76302333e-05  6.76302333e-05]]","[[0.00495615 0.00495615 0.00495615]
 [2.56004385 2.56004385 2.56004385]]",-8.241597425613236,-8.242299923928629,0.0007024983153922419,4695
940,940,"[[-6.53208358e-05 -6.53208358e-05 -6.53208358e-05]
 [ 6.53208358e-05  6.53208358e-05  6.53208358e-05]]","[[0.00462377 0.00462377 0.00462377]
 [2.56037623 2.56037623 2.56037623]]",-8.24159742621748,-8.242252766679215,0.0006553404617346281,4700
941,941,"[[-6.30054154e-05 -6.30054154e-05 -6.30054154e-05]
 [ 6.30054154e-05  6.30054154e-05  6.30054154e-05]]","[[0.00430295 0.00430295 0.00430295]
 [2.56069705 2.56069705 2.56069705]]",-8.241597434750222,-8.242207139075013,0.0006097043247913538,4705
942,942,"[[-6.06843507e-05 -6.06843507e-05 -6.06843507e-05]
 [ 6.06843507e-05  6.06843507e-05  6.06843507e-05]]","[[0.00399372 0.00399372 0.00399372]
 [2.56100628 2.56100628 2.56100628]]",-8.241597435482218,-8.24216304529537,0.0005656098131530687,4710
943,943,"[[-5.83577315e-05 -5.83577315e-05 -5.83577315e-05]
 [ 5.83577315e-05  5.83577315e-05  5.83577315e-05]]","[[0.0036961 0.0036961 0.0036961]
 [2.5613039 2.5613039 2.5613039]]",-8.24159744236218,-8.242120512972956,0.0005230706107769967,4715
944,944,"[[-5.60253606e-05 -5.60253606e-05 -5.60253606e-05]
 [ 5.60253606e-05  5.60253606e-05  5.60253606e-05]]","[[0.00341014 0.00341014 0.00341014]
 [2.56158986 2.56158986 2.56158986]]",-8.241597451265177,-8.24207954649778,0.00048209523260441553,4720
945,945,"[[-5.36879889e-05 -5.36879889e-05 -5.36879889e-05]
 [ 5.36879889e-05  5.36879889e-05  5.36879889e-05]]","[[0.00313585 0.00313585 0.00313585]
 [2.56186415 2.56186415 2.56186415]]",-8.24159746403612,-8.24204017246306,0.00044270842693934227,4725
946,946,"[[-5.13458261e-05 -5.13458261e-05 -5.13458261e-05]
 [ 5.13458261e-05  5.13458261e-05  5.13458261e-05]]","[[0.00287326 0.00287326 0.00287326]
 [2.56212674 2.56212674 2.56212674]]",-8.241597470606973,-8.242002394877312,0.0004049242703392177,4730
947,947,"[[-4.89985684e-05 -4.89985684e-05 -4.89985684e-05]
 [ 4.89985684e-05  4.89985684e-05  4.89985684e-05]]","[[0.00262239 0.00262239 0.00262239]
 [2.56237761 2.56237761 2.56237761]]",-8.241597485234497,-8.24196623376616,0.00036874853166319585,4735
948,948,"[[-4.66468004e-05 -4.66468004e-05 -4.66468004e-05]
 [ 4.66468004e-05  4.66468004e-05  4.66468004e-05]]","[[2.38327227e-03 2.38327227e-03 2.38327227e-03]
 [2.56261673e+00 2.56261673e+00 2.56261673e+00]]",-8.241597501666273,-8.24193170227457,0.00033420060829735605,4740
949,949,"[[-4.42909434e-05 -4.42909434e-05 -4.42909434e-05]
 [ 4.42909434e-05  4.42909434e-05  4.42909434e-05]]","[[2.15592283e-03 2.15592283e-03 2.15592283e-03]
 [2.56284408e+00 2.56284408e+00 2.56284408e+00]]",-8.241597516076492,-8.241898812084813,0.0003012960083207723,4745
950,950,"[[-4.19311635e-05 -4.19311635e-05 -4.19311635e-05]
 [ 4.19311635e-05  4.19311635e-05  4.19311635e-05]]","[[1.94036283e-03 1.94036283e-03 1.94036283e-03]
 [2.56305964e+00 2.56305964e+00 2.56305964e+00]]",-8.241597529166256,-8.24186757491361,0.0002700457473537677,4750
951,951,"[[-3.9567692e-05 -3.9567692e-05 -3.9567692e-05]
 [ 3.9567692e-05  3.9567692e-05  3.9567692e-05]]","[[1.73661120e-03 1.73661120e-03 1.73661120e-03]
 [2.56326339e+00 2.56326339e+00 2.56326339e+00]]",-8.241597540774332,-8.241838001942961,0.00024046116862912726,4755
952,952,"[[-3.72007373e-05 -3.72007373e-05 -3.72007373e-05]
 [ 3.72007373e-05  3.72007373e-05  3.72007373e-05]]","[[1.54468591e-03 1.54468591e-03 1.54468591e-03]
 [2.56345531e+00 2.56345531e+00 2.56345531e+00]]",-8.241597551096103,-8.241810103789021,0.000212552692918147,4760
953,953,"[[-3.48305184e-05 -3.48305184e-05 -3.48305184e-05]
 [ 3.48305184e-05  3.48305184e-05  3.48305184e-05]]","[[1.36460383e-03 1.36460383e-03 1.36460383e-03]
 [2.56363540e+00 2.56363540e+00 2.56363540e+00]]",-8.241597560170954,-8.241783890432075,0.00018633026112042738,4765
954,954,"[[-3.245725e-05 -3.245725e-05 -3.245725e-05]
 [ 3.245725e-05  3.245725e-05  3.245725e-05]]","[[1.19638073e-03 1.19638073e-03 1.19638073e-03]
 [2.56380362e+00 2.56380362e+00 2.56380362e+00]]",-8.241597568092857,-8.24175937123725,0.00016180314439370345,4770
955,955,"[[-3.00811482e-05 -3.00811482e-05 -3.00811482e-05]
 [ 3.00811482e-05  3.00811482e-05  3.00811482e-05]]","[[1.04003133e-03 1.04003133e-03 1.04003133e-03]
 [2.56395997e+00 2.56395997e+00 2.56395997e+00]]",-8.241597574928711,-8.241736554937997,0.0001389800092854018,4775
956,956,"[[-2.7702427e-05 -2.7702427e-05 -2.7702427e-05]
 [ 2.7702427e-05  2.7702427e-05  2.7702427e-05]]","[[8.95569247e-04 8.95569247e-04 8.95569247e-04]
 [2.56410443e+00 2.56410443e+00 2.56410443e+00]]",-8.241597580765472,-8.241715449644655,0.00011786887918386398,4780
957,957,"[[-2.53212997e-05 -2.53212997e-05 -2.53212997e-05]
 [ 2.53212997e-05  2.53212997e-05  2.53212997e-05]]","[[7.63007056e-04 7.63007056e-04 7.63007056e-04]
 [2.56423699e+00 2.56423699e+00 2.56423699e+00]]",-8.241597585689478,-8.241696062847044,9.847715756583976e-05,4785
958,958,"[[-2.29379812e-05 -2.29379812e-05 -2.29379812e-05]
 [ 2.29379812e-05  2.29379812e-05  2.29379812e-05]]","[[6.42356250e-04 6.42356250e-04 6.42356250e-04]
 [2.56435764e+00 2.56435764e+00 2.56435764e+00]]",-8.241597589770477,-8.241678401406736,8.081163625991248e-05,4790
959,959,"[[-2.05526853e-05 -2.05526853e-05 -2.05526853e-05]
 [ 2.05526853e-05  2.05526853e-05  2.05526853e-05]]","[[5.33627244e-04 5.33627244e-04 5.33627244e-04]
 [2.56446637e+00 2.56446637e+00 2.56446637e+00]]",-8.241597593082949,-8.24166247156245,6.487847950075654e-05,4795
960,960,"[[-1.81642663e-05 -1.81642663e-05 -1.81642663e-05]
 [ 1.81642663e-05  1.81642663e-05  1.81642663e-05]]","[[4.36829396e-04 4.36829396e-04 4.36829396e-04]
 [2.56456317e+00 2.56456317e+00 2.56456317e+00]]",-8.24159760058323,-8.241648276222895,5.067563966503787e-05,4800
961,961,"[[-1.57744584e-05 -1.57744584e-05 -1.57744584e-05]
 [ 1.57744584e-05  1.57744584e-05  1.57744584e-05]]","[[3.51984580e-04 3.51984580e-04 3.51984580e-04]
 [2.56464802e+00 2.56464802e+00 2.56464802e+00]]",-8.241597611902856,-8.241635830296786,3.821839393072176e-05,4805
962,962,"[[-1.33836669e-05 -1.33836669e-05 -1.33836669e-05]
 [ 1.33836669e-05  1.33836669e-05  1.33836669e-05]]","[[2.79084812e-04 2.79084812e-04 2.79084812e-04]
 [2.56472092e+00 2.56472092e+00 2.56472092e+00]]",-8.241597615408486,-8.241625126876027,2.7511467540548348e-05,4810
963,963,"[[-1.09904784e-05 -1.09904784e-05 -1.09904784e-05]
 [ 1.09904784e-05  1.09904784e-05  1.09904784e-05]]","[[2.18147911e-04 2.18147911e-04 2.18147911e-04]
 [2.56478185e+00 2.56478185e+00 2.56478185e+00]]",-8.241597623657652,-8.241616175912952,1.855225529969466e-05,4815
964,964,"[[-8.59636553e-06 -8.59636553e-06 -8.59636553e-06]
 [ 8.59636553e-06  8.59636553e-06  8.59636553e-06]]","[[1.69180028e-04 1.69180028e-04 1.69180028e-04]
 [2.56483082e+00 2.56483082e+00 2.56483082e+00]]",-8.241597630853281,-8.241608980785404,1.134993212219414e-05,4820
965,965,"[[-6.20181759e-06 -6.20181759e-06 -6.20181759e-06]
 [ 6.20181759e-06  6.20181759e-06  6.20181759e-06]]","[[1.32184256e-04 1.32184256e-04 1.32184256e-04]
 [2.56486782e+00 2.56486782e+00 2.56486782e+00]]",-8.241597636010109,-8.241603543479684,5.907469574817879e-06,4825
966,966,"[[-3.80715046e-06 -3.80715046e-06 -3.80715046e-06]
 [ 3.80715046e-06  3.80715046e-06  3.80715046e-06]]","[[1.07161852e-04 1.07161852e-04 1.07161852e-04]
 [2.56489284e+00 2.56489284e+00 2.56489284e+00]]",-8.241597637787262,-8.241599863984291,2.226197029320705e-06,4830
967,967,"[[-1.41255074e-06 -1.41255074e-06 -1.41255074e-06]
 [ 1.41255074e-06  1.41255074e-06  1.41255074e-06]]","[[9.41127511e-05 9.41127511e-05 9.41127511e-05]
 [2.56490589e+00 2.56490589e+00 2.56490589e+00]]",-8.241597639773742,-8.241597946232215,3.0645847217202966e-07,4835
968,968,"[[ 9.81850445e-07  9.81850445e-07  9.81850445e-07]
 [-9.81850445e-07 -9.81850445e-07 -9.81850445e-07]]","[[9.30363443e-05 9.30363443e-05 9.30363443e-05]
 [2.56490696e+00 2.56490696e+00 2.56490696e+00]]",-8.241597640587052,-8.241597788652662,1.480656095648235e-07,4840
969,969,"[[ 3.37564971e-06  3.37564971e-06  3.37564971e-06]
 [-3.37564971e-06 -3.37564971e-06 -3.37564971e-06]]","[[1.03931256e-04 1.03931256e-04 1.03931256e-04]
 [2.56489607e+00 2.56489607e+00 2.56489607e+00]]",-8.24159764092591,-8.241599391087968,1.7501620572880968e-06,4845
970,970,"[[ 5.76859435e-06  5.76859435e-06  5.76859435e-06]
 [-5.76859435e-06 -5.76859435e-06 -5.76859435e-06]]","[[1.26792841e-04 1.26792841e-04 1.26792841e-04]
 [2.56487321e+00 2.56487321e+00 2.56487321e+00]]",-8.241597641215499,-8.241602752187674,5.1109721747175825e-06,4850
971,971,"[[ 8.16075392e-06  8.16075392e-06  8.16075392e-06]
 [-8.16075392e-06 -8.16075392e-06 -8.16075392e-06]]","[[1.61617199e-04 1.61617199e-04 1.61617199e-04]
 [2.56483838e+00 2.56483838e+00 2.56483838e+00]]",-8.24159764157117,-8.241607870356908,1.0228785739066946e-05,4855
972,972,"[[ 1.05516978e-05  1.05516978e-05  1.05516978e-05]
 [-1.05516978e-05 -1.05516978e-05 -1.05516978e-05]]","[[2.08400381e-04 2.08400381e-04 2.08400381e-04]
 [2.56479160e+00 2.56479160e+00 2.56479160e+00]]",-8.24159764511227,-8.241614745588594,1.7100476324194066e-05,4860
973,973,"[[ 1.29409174e-05  1.29409174e-05  1.29409174e-05]
 [-1.29409174e-05 -1.29409174e-05 -1.29409174e-05]]","[[2.67134177e-04 2.67134177e-04 2.67134177e-04]
 [2.56473287e+00 2.56473287e+00 2.56473287e+00]]",-8.241597650869965,-8.241623372213308,2.572134334356479e-05,4865
974,974,"[[ 1.53283119e-05  1.53283119e-05  1.53283119e-05]
 [-1.53283119e-05 -1.53283119e-05 -1.53283119e-05]]","[[3.37809555e-04 3.37809555e-04 3.37809555e-04]
 [2.56466219e+00 2.56466219e+00 2.56466219e+00]]",-8.241597660591797,-8.241633747707647,3.6087115851114335e-05,4870
975,975,"[[ 1.77153818e-05  1.77153818e-05  1.77153818e-05]
 [-1.77153818e-05 -1.77153818e-05 -1.77153818e-05]]","[[4.20417296e-04 4.20417296e-04 4.20417296e-04]
 [2.56457958e+00 2.56457958e+00 2.56457958e+00]]",-8.241597669661736,-8.241645871605106,4.820194336943041e-05,4875
976,976,"[[ 2.01007704e-05  2.01007704e-05  2.01007704e-05]
 [-2.01007704e-05 -2.01007704e-05 -2.01007704e-05]]","[[5.14963372e-04 5.14963372e-04 5.14963372e-04]
 [2.56448504e+00 2.56448504e+00 2.56448504e+00]]",-8.241597677058497,-8.241659733793261,6.205673476338592e-05,4880
977,977,"[[ 2.24843187e-05  2.24843187e-05  2.24843187e-05]
 [-2.24843187e-05 -2.24843187e-05 -2.24843187e-05]]","[[6.21425000e-04 6.21425000e-04 6.21425000e-04]
 [2.56437858e+00 2.56437858e+00 2.56437858e+00]]",-8.241597689163909,-8.241675335860146,7.764669623695612e-05,4885
978,978,"[[ 2.48670728e-05  2.48670728e-05  2.48670728e-05]
 [-2.48670728e-05 -2.48670728e-05 -2.48670728e-05]]","[[7.39806559e-04 7.39806559e-04 7.39806559e-04]
 [2.56426019e+00 2.56426019e+00 2.56426019e+00]]",-8.24159769240575,-8.2416926681809,9.49757751502973e-05,4890
979,979,"[[ 2.72474368e-05  2.72474368e-05  2.72474368e-05]
 [-2.72474368e-05 -2.72474368e-05 -2.72474368e-05]]","[[8.70095727e-04 8.70095727e-04 8.70095727e-04]
 [2.56412990e+00 2.56412990e+00 2.56412990e+00]]",-8.241597697196454,-8.241711726067678,0.00011402887122426676,4895
980,980,"[[ 2.96253344e-05  2.96253344e-05  2.96253344e-05]
 [-2.96253344e-05 -2.96253344e-05 -2.96253344e-05]]","[[1.01228093e-03 1.01228093e-03 1.01228093e-03]
 [2.56398772e+00 2.56398772e+00 2.56398772e+00]]",-8.241597702834854,-8.241732502880744,0.00013480004588954796,4900
981,981,"[[ 3.20005316e-05  3.20005316e-05  3.20005316e-05]
 [-3.20005316e-05 -3.20005316e-05 -3.20005316e-05]]","[[1.16634907e-03 1.16634907e-03 1.16634907e-03]
 [2.56383365e+00 2.56383365e+00 2.56383365e+00]]",-8.241597709574116,-8.241754991167912,0.00015728159379662155,4905
982,982,"[[ 3.43728304e-05  3.43728304e-05  3.43728304e-05]
 [-3.43728304e-05 -3.43728304e-05 -3.43728304e-05]]","[[1.33228624e-03 1.33228624e-03 1.33228624e-03]
 [2.56366771e+00 2.56366771e+00 2.56366771e+00]]",-8.241597717355154,-8.241779182870754,0.0001814655156002433,4910
983,983,"[[ 3.67420107e-05  3.67420107e-05  3.67420107e-05]
 [-3.67420107e-05 -3.67420107e-05 -3.67420107e-05]]","[[1.51007738e-03 1.51007738e-03 1.51007738e-03]
 [2.56348992e+00 2.56348992e+00 2.56348992e+00]]",-8.241597726307258,-8.241805069296365,0.00020734298910636345,4915
984,984,"[[ 3.910786e-05  3.910786e-05  3.910786e-05]
 [-3.910786e-05 -3.910786e-05 -3.910786e-05]]","[[1.69970635e-03 1.69970635e-03 1.69970635e-03]
 [2.56330029e+00 2.56330029e+00 2.56330029e+00]]",-8.241597736475967,-8.241832641129264,0.00023490465329659735,4920
985,985,"[[ 4.1470162e-05  4.1470162e-05  4.1470162e-05]
 [-4.1470162e-05 -4.1470162e-05 -4.1470162e-05]]","[[1.90115598e-03 1.90115598e-03 1.90115598e-03]
 [2.56309884e+00 2.56309884e+00 2.56309884e+00]]",-8.241597747938917,-8.24186188843023,0.0002641404913142327,4925
986,986,"[[ 4.38286987e-05  4.38286987e-05  4.38286987e-05]
 [-4.38286987e-05 -4.38286987e-05 -4.38286987e-05]]","[[2.11440797e-03 2.11440797e-03 2.11440797e-03]
 [2.56288559e+00 2.56288559e+00 2.56288559e+00]]",-8.241597760787261,-8.241892800630295,0.000295039843033167,4930
987,987,"[[ 4.61832527e-05  4.61832527e-05  4.61832527e-05]
 [-4.61832527e-05 -4.61832527e-05 -4.61832527e-05]]","[[2.33944296e-03 2.33944296e-03 2.33944296e-03]
 [2.56266056e+00 2.56266056e+00 2.56266056e+00]]",-8.241597775097373,-8.241925366540974,0.0003275914436007115,4935
988,988,"[[ 4.85336066e-05  4.85336066e-05  4.85336066e-05]
 [-4.85336066e-05 -4.85336066e-05 -4.85336066e-05]]","[[0.00257624 0.00257624 0.00257624]
 [2.56242376 2.56242376 2.56242376]]",-8.241597790933874,-8.24195957434388,0.000361783410007151,4940
989,989,"[[ 5.08795406e-05  5.08795406e-05  5.08795406e-05]
 [-5.08795406e-05 -5.08795406e-05 -5.08795406e-05]]","[[0.00282478 0.00282478 0.00282478]
 [2.56217522 2.56217522 2.56217522]]",-8.241597808382894,-8.241995411590972,0.00039760320807847194,4945
990,990,"[[ 5.32213186e-05  5.32213186e-05  5.32213186e-05]
 [-5.32213186e-05 -5.32213186e-05 -5.32213186e-05]]","[[0.00308504 0.00308504 0.00308504]
 [2.56191496 2.56191496 2.56191496]]",-8.24159782297371,-8.242032868569664,0.00043504559595462073,4950
991,991,"[[ 5.5558409e-05  5.5558409e-05  5.5558409e-05]
 [-5.5558409e-05 -5.5558409e-05 -5.5558409e-05]]","[[0.00335699 0.00335699 0.00335699]
 [2.56164301 2.56164301 2.56164301]]",-8.2415978311601,-8.242071923695356,0.00047409253525725547,4955
992,992,"[[ 5.789045e-05  5.789045e-05  5.789045e-05]
 [-5.789045e-05 -5.789045e-05 -5.789045e-05]]","[[0.00364062 0.00364062 0.00364062]
 [2.56135938 2.56135938 2.56135938]]",-8.241597844462907,-8.242112571957362,0.0005147274944543803,4960
993,993,"[[ 6.0217192e-05  6.0217192e-05  6.0217192e-05]
 [-6.0217192e-05 -6.0217192e-05 -6.0217192e-05]]","[[0.0039359 0.0039359 0.0039359]
 [2.5610641 2.5610641 2.5610641]]",-8.24159785430285,-8.242154789308852,0.0005569350060032875,4965
